age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
74,retired,married,tertiary,no,1843,no,no,15,sep,251,2,184,3,yes
35,unemployed,divorced,primary,no,118,no,no,20,jun,12,4,-1,0,no
52,services,married,secondary,no,91,yes,no,5,jun,175,4,-1,0,no
32,blue-collar,married,primary,no,1261,yes,no,23,may,132,1,-1,0,no
34,management,married,tertiary,no,1267,yes,no,2,jun,87,4,-1,0,no
36,blue-collar,married,primary,no,0,yes,no,18,nov,618,2,-1,0,no
51,blue-collar,married,primary,no,216,yes,no,17,apr,666,3,274,3,no
35,management,married,tertiary,no,0,yes,yes,6,may,113,1,351,1,no
47,blue-collar,married,primary,no,214,yes,yes,9,jun,168,1,-1,0,no
38,services,married,secondary,no,2600,no,no,5,jun,27,2,-1,0,no
39,technician,married,secondary,no,7137,yes,no,27,may,151,7,-1,0,no
43,unemployed,married,secondary,no,553,no,no,4,feb,125,1,-1,0,no
35,blue-collar,married,secondary,no,26,yes,no,2,jun,277,2,-1,0,no
35,management,married,tertiary,no,0,yes,no,11,feb,391,2,92,5,yes
29,student,single,secondary,no,808,no,no,29,jun,189,1,362,1,no
42,entrepreneur,married,tertiary,no,1068,yes,no,17,jun,70,8,-1,0,no
49,management,married,tertiary,no,1167,yes,yes,24,sep,249,1,91,14,yes
32,entrepreneur,married,tertiary,no,964,yes,no,22,jul,370,2,-1,0,no
30,services,single,secondary,no,566,no,no,5,feb,110,1,-1,0,no
35,blue-collar,married,secondary,no,94,yes,no,20,apr,75,1,-1,0,no
37,management,married,primary,no,1404,yes,no,2,feb,97,1,-1,0,no
31,services,single,secondary,no,1629,yes,no,19,may,344,2,-1,0,no
46,blue-collar,married,primary,no,1726,yes,yes,9,may,195,1,-1,0,no
33,blue-collar,married,secondary,no,379,yes,yes,16,jun,263,2,-1,0,yes
36,management,single,tertiary,no,613,no,no,7,aug,86,2,-1,0,no
42,admin.,married,secondary,no,1030,no,no,9,jun,148,3,-1,0,no
33,management,married,tertiary,no,864,yes,no,20,apr,170,1,235,19,no
31,management,single,tertiary,no,0,yes,no,30,apr,97,2,87,2,no
31,technician,married,tertiary,no,3338,yes,no,27,sep,162,2,95,4,no
45,blue-collar,married,primary,no,512,no,no,26,aug,123,2,-1,0,no
35,technician,single,secondary,no,-196,yes,no,18,may,45,2,-1,0,no
32,technician,single,secondary,no,0,no,no,26,aug,181,2,-1,0,no
46,admin.,married,secondary,no,2148,no,no,8,aug,176,4,-1,0,no
63,blue-collar,married,secondary,no,180,no,no,15,jul,390,2,182,5,yes
47,entrepreneur,married,tertiary,no,8118,no,no,3,feb,326,3,-1,0,no
37,blue-collar,married,primary,no,660,yes,yes,20,may,170,2,-1,0,no
37,admin.,married,tertiary,no,29,no,no,14,may,404,2,183,2,yes
47,admin.,married,secondary,no,368,no,no,21,may,403,1,87,6,yes
43,technician,single,secondary,yes,685,yes,no,18,nov,78,1,110,2,no
58,unemployed,married,secondary,no,315,yes,no,6,feb,36,1,-1,0,no
43,entrepreneur,married,secondary,no,0,no,no,4,may,6,4,-1,0,no
56,blue-collar,married,unknown,no,6710,no,no,29,jul,318,2,-1,0,no
51,management,married,tertiary,no,10635,yes,no,5,may,336,1,-1,0,no
49,blue-collar,married,secondary,no,2159,no,no,17,apr,771,1,-1,0,no
52,blue-collar,married,primary,no,306,no,no,28,jan,223,1,-1,0,yes
28,admin.,married,secondary,no,1119,yes,no,12,may,74,1,-1,0,no
32,management,single,tertiary,no,334,no,no,22,aug,944,14,-1,0,no
55,housemaid,married,primary,no,43,no,yes,26,jun,464,3,-1,0,no
46,services,divorced,secondary,no,281,yes,yes,6,may,267,1,-1,0,no
38,blue-collar,married,primary,no,406,yes,no,25,jul,460,5,-1,0,no
52,technician,married,secondary,no,22755,yes,no,29,may,70,2,-1,0,no
27,entrepreneur,married,secondary,no,554,yes,no,16,may,131,1,-1,0,no
57,retired,married,secondary,no,712,yes,yes,19,jun,824,1,-1,0,no
32,blue-collar,married,secondary,no,2263,no,no,7,may,113,2,-1,0,no
36,management,divorced,tertiary,no,2397,no,no,25,aug,93,9,-1,0,no
33,technician,single,tertiary,no,0,no,no,28,jan,233,2,-1,0,no
55,entrepreneur,divorced,tertiary,no,461,yes,yes,16,jun,267,3,-1,0,no
35,blue-collar,divorced,primary,no,0,no,no,12,jun,200,1,-1,0,no
44,technician,single,secondary,no,293,yes,no,8,may,345,2,358,1,no
43,management,married,tertiary,no,4004,yes,no,15,may,190,2,-1,0,no
31,blue-collar,single,secondary,no,953,yes,no,14,may,479,1,346,2,yes
52,technician,married,secondary,no,1076,yes,no,13,aug,156,2,-1,0,no
46,blue-collar,single,primary,no,259,no,yes,31,jul,652,7,-1,0,no
31,technician,divorced,tertiary,no,2287,yes,no,21,may,97,1,-1,0,no
32,admin.,single,secondary,no,422,yes,no,16,may,221,2,-1,0,no
38,admin.,married,secondary,no,260,yes,no,10,jul,446,1,-1,0,no
37,blue-collar,single,secondary,no,2032,yes,no,21,may,158,2,-1,0,no
35,entrepreneur,married,primary,no,2643,no,yes,8,jul,259,1,-1,0,no
43,technician,divorced,tertiary,no,27,no,no,7,jul,412,4,-1,0,no
58,services,married,secondary,no,2479,yes,no,17,nov,292,1,-1,0,no
40,housemaid,married,primary,no,34,no,no,25,aug,115,4,-1,0,no
42,management,single,tertiary,no,227,no,no,20,aug,428,8,-1,0,no
22,student,single,unknown,no,549,no,no,2,sep,154,1,-1,0,no
71,housemaid,divorced,primary,no,1311,no,no,10,nov,301,2,91,1,yes
29,technician,single,secondary,no,853,no,yes,4,feb,239,7,-1,0,no
38,management,married,tertiary,no,1875,no,no,17,nov,286,1,-1,0,no
56,technician,married,secondary,no,378,yes,yes,20,apr,12,2,-1,0,no
76,retired,married,primary,no,2223,no,no,4,feb,429,1,-1,0,yes
35,admin.,married,secondary,yes,76,no,yes,17,jun,107,1,-1,0,no
37,admin.,married,secondary,no,0,yes,no,20,jun,26,6,-1,0,no
47,management,divorced,tertiary,no,4556,yes,no,14,may,146,1,-1,0,no
28,technician,single,secondary,no,631,no,no,29,apr,835,7,-1,0,no
27,management,married,tertiary,no,1109,yes,no,21,jul,833,5,-1,0,no
27,admin.,single,secondary,no,416,no,no,17,aug,8,1,-1,0,no
44,technician,single,tertiary,no,643,no,no,16,oct,324,1,143,3,yes
52,admin.,married,secondary,no,1746,no,no,30,jul,142,9,-1,0,no
28,admin.,single,secondary,no,2831,yes,no,9,may,211,3,-1,0,no
55,technician,married,tertiary,no,639,yes,no,13,may,992,5,370,3,no
31,blue-collar,single,secondary,no,5607,no,no,20,nov,183,2,184,1,no
31,blue-collar,married,secondary,no,472,yes,no,13,may,907,2,-1,0,no
47,unemployed,single,primary,no,289,no,no,5,feb,210,1,-1,0,no
42,management,married,tertiary,no,99,no,no,21,aug,92,4,-1,0,no
35,management,married,unknown,no,1128,yes,no,4,jun,457,1,-1,0,no
46,entrepreneur,married,tertiary,no,4726,yes,no,8,apr,405,1,-1,0,no
25,blue-collar,single,primary,no,15,no,no,21,jul,24,3,-1,0,no
27,student,single,secondary,no,2015,no,no,25,jan,87,1,245,1,no
57,retired,divorced,primary,no,698,no,no,1,jun,53,2,-1,0,no
37,blue-collar,married,secondary,no,2924,no,no,31,jul,74,2,-1,0,no
30,services,married,primary,no,1015,yes,no,30,jul,11,8,-1,0,no
35,blue-collar,single,primary,no,258,yes,no,20,nov,144,1,-1,0,no
49,unknown,married,primary,no,142,no,no,12,jun,90,3,-1,0,no
59,housemaid,married,primary,no,96,no,no,6,aug,88,2,-1,0,no
40,management,married,tertiary,no,226,yes,no,12,may,262,2,-1,0,no
37,blue-collar,single,tertiary,no,481,no,no,18,may,11,8,-1,0,no
41,management,married,tertiary,no,2781,yes,no,12,aug,95,2,-1,0,no
30,admin.,single,tertiary,no,2351,no,yes,28,jul,91,13,-1,0,no
43,management,married,tertiary,no,1646,yes,no,20,nov,214,1,-1,0,no
32,technician,married,secondary,no,56,yes,no,8,may,126,1,359,5,no
51,admin.,divorced,secondary,no,212,yes,yes,16,apr,168,1,-1,0,no
44,management,married,secondary,no,491,yes,yes,11,may,40,4,-1,0,no
48,blue-collar,single,secondary,no,312,yes,yes,3,feb,369,2,-1,0,no
30,blue-collar,married,secondary,no,62,no,no,21,jul,241,3,-1,0,no
43,technician,married,secondary,no,308,yes,no,3,feb,137,3,264,4,no
46,technician,married,tertiary,no,4176,yes,no,12,jun,153,6,-1,0,no
52,admin.,married,secondary,no,722,no,no,24,apr,60,3,-1,0,no
43,technician,single,secondary,no,4990,yes,no,22,aug,88,10,-1,0,no
39,technician,divorced,secondary,no,0,no,no,29,aug,35,6,-1,0,no
31,blue-collar,married,secondary,no,604,yes,no,17,apr,99,2,150,2,no
35,self-employed,divorced,secondary,no,3443,no,no,30,jul,409,4,-1,0,no
27,management,single,tertiary,no,2648,no,no,5,feb,917,1,-1,0,yes
27,technician,single,secondary,no,-211,yes,no,7,may,146,1,349,3,no
49,technician,divorced,primary,no,1807,no,yes,3,jul,122,3,-1,0,no
41,technician,married,secondary,no,130,no,no,17,jun,160,3,-1,0,no
47,admin.,married,secondary,yes,-57,no,yes,20,jun,93,2,-1,0,no
53,admin.,single,secondary,no,654,no,no,10,jul,67,1,-1,0,yes
30,management,single,tertiary,no,16935,no,no,28,oct,108,1,-1,0,no
43,entrepreneur,married,primary,no,2315,yes,yes,14,may,42,1,-1,0,no
40,technician,married,secondary,no,75,yes,no,16,may,259,1,-1,0,no
40,self-employed,single,tertiary,no,1693,yes,no,17,nov,353,1,-1,0,no
37,services,married,secondary,no,895,yes,yes,4,feb,219,2,245,1,no
31,management,married,tertiary,no,302,yes,yes,4,feb,181,1,257,1,no
52,management,married,tertiary,no,488,yes,no,19,nov,60,3,-1,0,no
51,blue-collar,divorced,primary,no,325,yes,no,6,may,254,2,-1,0,no
34,blue-collar,married,primary,no,3986,yes,no,17,apr,345,2,-1,0,no
35,blue-collar,single,secondary,no,376,yes,yes,6,may,207,3,-1,0,no
37,management,married,tertiary,no,19,yes,no,7,may,580,2,-1,0,no
43,blue-collar,married,secondary,no,0,yes,no,17,apr,145,2,-1,0,no
52,self-employed,married,secondary,no,3720,no,no,20,nov,114,2,-1,0,no
25,blue-collar,married,primary,no,657,yes,yes,28,may,397,1,-1,0,no
33,technician,single,secondary,no,-363,yes,no,18,may,214,2,-1,0,no
35,admin.,single,secondary,no,57,no,yes,8,jul,632,2,-1,0,no
33,blue-collar,married,secondary,no,889,yes,no,18,sep,13,1,373,6,no
48,management,married,primary,no,5348,no,no,18,jun,105,1,-1,0,no
35,management,single,tertiary,no,2015,no,no,15,jun,60,1,390,1,no
53,blue-collar,married,secondary,no,0,no,yes,15,jul,152,4,-1,0,no
24,services,married,secondary,no,620,yes,no,8,may,144,1,-1,0,no
36,technician,single,secondary,no,1521,yes,no,16,jun,243,2,-1,0,no
32,services,single,secondary,no,284,yes,no,28,may,63,2,-1,0,no
49,technician,married,secondary,no,6050,yes,no,14,may,229,2,-1,0,no
25,blue-collar,single,secondary,no,26,yes,no,27,may,66,2,-1,0,no
27,admin.,married,secondary,no,102,yes,no,29,jan,123,2,-1,0,no
49,unemployed,married,tertiary,no,-471,yes,no,20,nov,77,3,185,7,no
46,technician,married,unknown,no,3308,no,no,27,oct,171,1,91,2,yes
53,technician,married,unknown,no,253,yes,no,8,may,763,1,-1,0,no
49,management,married,tertiary,yes,-6847,no,yes,21,jul,206,1,-1,0,no
53,technician,married,secondary,no,264,no,no,27,feb,429,4,-1,0,no
35,management,married,tertiary,no,1557,yes,yes,5,feb,225,1,268,1,no
57,admin.,divorced,unknown,no,887,no,no,20,jun,43,8,-1,0,no
86,retired,married,primary,no,1255,no,no,14,jul,247,1,180,3,yes
42,blue-collar,married,secondary,no,414,yes,no,17,apr,400,3,-1,0,no
71,retired,married,tertiary,no,4388,no,no,8,jul,896,2,-1,0,yes
41,admin.,single,unknown,no,419,yes,no,11,may,442,1,370,3,no
28,management,single,tertiary,no,3611,no,no,26,feb,141,2,-1,0,yes
40,management,married,secondary,no,4025,yes,no,21,nov,139,2,129,4,no
28,blue-collar,married,secondary,no,1958,yes,no,3,jun,196,1,-1,0,no
26,student,single,tertiary,no,10086,no,no,8,jul,475,3,78,2,no
62,retired,married,secondary,no,1495,no,no,17,aug,606,1,196,1,yes
56,retired,married,secondary,no,334,no,no,21,jul,101,1,-1,0,no
54,entrepreneur,married,tertiary,no,84,no,no,29,jul,34,2,-1,0,no
42,technician,single,secondary,no,555,yes,no,5,feb,449,2,-1,0,no
22,blue-collar,single,secondary,no,104,yes,no,17,apr,531,1,339,1,no
43,unknown,single,primary,no,433,no,no,4,jun,45,1,-1,0,no
41,blue-collar,divorced,secondary,no,257,yes,no,5,may,442,2,-1,0,no
32,blue-collar,married,secondary,no,7107,yes,no,17,apr,882,2,-1,0,no
44,self-employed,married,primary,no,414,yes,no,4,feb,138,1,272,2,no
46,services,divorced,primary,no,91,yes,no,13,may,215,1,-1,0,no
60,admin.,married,secondary,no,3547,no,no,15,jun,351,6,-1,0,yes
47,housemaid,married,secondary,no,0,no,no,20,aug,97,3,-1,0,no
29,admin.,single,secondary,no,265,yes,no,25,nov,414,1,184,1,yes
59,retired,married,secondary,no,1449,yes,yes,23,jul,437,2,-1,0,no
36,management,married,primary,no,392,no,no,6,feb,148,2,-1,0,no
28,technician,single,secondary,no,909,no,yes,7,jul,532,1,-1,0,yes
31,blue-collar,single,secondary,no,573,yes,no,5,feb,58,1,269,2,no
32,housemaid,married,primary,no,51,yes,no,12,may,324,1,-1,0,no
36,blue-collar,single,secondary,no,1089,yes,no,11,may,75,4,-1,0,no
51,management,married,tertiary,no,642,no,no,19,may,183,2,-1,0,no
62,management,married,secondary,no,4562,yes,no,3,mar,168,1,-1,0,yes
32,blue-collar,married,primary,no,29050,yes,yes,21,may,563,2,-1,0,no
33,services,married,secondary,no,260,yes,no,31,mar,248,1,-1,0,no
36,housemaid,married,tertiary,no,147,yes,yes,25,jul,1269,1,-1,0,no
28,management,single,tertiary,no,223,yes,no,27,aug,157,2,119,1,yes
27,self-employed,single,tertiary,no,168,no,no,13,may,271,1,182,2,no
46,technician,married,secondary,no,1590,yes,no,15,jul,59,2,-1,0,no
54,technician,married,primary,no,3067,yes,no,29,jul,222,3,-1,0,no
55,services,divorced,secondary,no,1817,no,no,30,jul,404,4,-1,0,no
50,unemployed,married,secondary,no,525,yes,no,18,nov,177,2,-1,0,no
24,admin.,single,tertiary,no,-61,no,no,11,mar,95,4,-1,0,yes
29,entrepreneur,married,tertiary,no,3037,yes,no,27,may,34,3,-1,0,no
31,management,married,tertiary,no,392,no,no,26,aug,119,3,-1,0,no
47,blue-collar,married,secondary,no,-423,no,no,9,jun,127,2,-1,0,no
33,management,single,tertiary,no,627,no,no,27,aug,61,5,-1,0,no
45,technician,married,secondary,no,2571,no,no,18,jun,146,2,-1,0,no
33,management,single,tertiary,no,373,no,yes,28,jan,169,3,93,1,no
36,management,married,tertiary,no,0,no,no,26,aug,97,3,-1,0,no
32,blue-collar,married,secondary,no,596,yes,no,14,jul,397,3,-1,0,no
30,admin.,married,secondary,no,779,yes,no,4,jun,156,2,17,3,no
32,technician,married,tertiary,no,2976,yes,no,10,may,269,5,94,6,no
44,entrepreneur,married,secondary,yes,-848,yes,no,19,may,468,1,-1,0,no
39,technician,married,secondary,no,3494,yes,no,19,nov,139,1,92,4,no
30,admin.,divorced,secondary,no,891,no,no,15,may,340,2,368,1,no
44,entrepreneur,married,primary,no,58,yes,no,7,may,113,3,-1,0,no
34,management,single,tertiary,no,478,yes,no,22,aug,73,2,-1,0,no
43,admin.,single,tertiary,no,664,yes,no,17,apr,119,1,-1,0,no
30,services,married,secondary,no,129,yes,no,26,may,1446,7,-1,0,yes
31,admin.,married,secondary,no,439,no,no,28,may,233,4,-1,0,no
48,management,divorced,tertiary,no,17964,yes,no,26,may,208,2,96,3,yes
58,retired,divorced,primary,no,97,no,no,18,jun,59,1,-1,0,no
57,management,married,tertiary,no,2440,yes,no,15,may,391,2,-1,0,no
35,admin.,married,secondary,no,160,yes,yes,16,apr,304,1,-1,0,no
38,technician,married,secondary,no,-421,yes,no,3,apr,187,1,332,5,no
23,student,single,tertiary,no,508,no,no,8,sep,210,1,92,1,no
47,admin.,single,secondary,no,2540,no,no,18,nov,110,5,-1,0,no
51,technician,married,secondary,yes,61,no,yes,30,jul,27,20,-1,0,no
32,technician,single,secondary,no,3297,no,no,11,aug,99,2,-1,0,no
31,management,single,tertiary,no,130,no,no,6,aug,160,1,-1,0,no
34,management,married,tertiary,no,2657,yes,no,11,aug,159,3,-1,0,no
28,management,single,tertiary,no,730,yes,no,26,aug,78,6,85,5,no
39,management,married,tertiary,no,606,no,no,4,feb,79,1,-1,0,no
33,admin.,single,secondary,no,1437,yes,no,21,may,641,1,-1,0,no
48,blue-collar,married,primary,no,5366,yes,no,21,may,248,3,-1,0,no
40,management,married,tertiary,no,0,yes,yes,24,jul,53,1,-1,0,no
27,blue-collar,single,primary,no,1518,yes,no,21,may,700,3,-1,0,no
29,admin.,divorced,secondary,yes,-489,yes,no,4,jun,249,2,-1,0,no
52,blue-collar,married,secondary,no,1500,no,yes,20,jun,109,3,-1,0,no
33,admin.,single,secondary,no,223,yes,yes,14,may,15,11,352,4,no
42,blue-collar,single,secondary,no,1306,yes,no,15,may,265,1,-1,0,no
47,admin.,married,secondary,no,1863,yes,yes,14,may,151,4,-1,0,no
77,retired,married,tertiary,no,0,no,no,27,sep,990,4,-1,0,no
36,technician,married,secondary,no,5611,yes,no,8,may,39,1,-1,0,no
33,blue-collar,married,secondary,no,0,yes,no,24,jul,208,1,-1,0,no
40,management,single,tertiary,no,15,no,yes,22,aug,4,1,-1,0,no
54,unknown,married,secondary,no,1157,no,no,26,may,98,2,-1,0,no
27,technician,single,tertiary,no,3706,yes,no,16,may,897,1,-1,0,yes
48,technician,divorced,secondary,no,164,yes,no,12,may,139,2,-1,0,no
56,blue-collar,married,primary,no,547,no,no,9,jun,84,1,-1,0,no
32,management,married,tertiary,no,937,no,no,26,may,61,1,190,1,no
27,admin.,single,secondary,no,1408,no,no,27,may,242,2,-1,0,no
57,entrepreneur,married,secondary,no,5657,yes,no,12,jun,146,1,-1,0,no
59,unknown,married,primary,no,1247,no,no,7,jul,66,8,-1,0,no
34,blue-collar,married,primary,no,277,yes,no,17,apr,76,2,-1,0,no
41,admin.,married,secondary,no,3126,yes,no,29,jun,222,1,91,7,yes
53,housemaid,divorced,primary,no,2253,yes,no,24,jul,135,1,-1,0,no
27,student,single,tertiary,no,13107,yes,no,6,apr,661,1,314,2,yes
43,blue-collar,single,secondary,no,318,yes,no,5,jun,736,2,-1,0,yes
31,services,single,secondary,no,900,yes,no,9,apr,221,2,140,6,no
43,entrepreneur,married,primary,no,629,yes,no,2,feb,70,3,265,4,no
55,technician,divorced,secondary,no,0,yes,no,20,may,365,4,-1,0,no
31,technician,single,secondary,no,846,no,no,26,may,405,3,205,2,yes
36,admin.,married,secondary,no,670,yes,no,25,jul,126,3,-1,0,no
47,technician,divorced,secondary,no,5735,no,no,19,jun,282,4,-1,0,no
52,management,married,tertiary,no,437,no,no,12,jun,137,3,113,1,no
46,management,single,tertiary,no,46,no,yes,17,nov,80,1,152,1,no
34,blue-collar,married,secondary,no,223,yes,no,21,may,91,3,-1,0,no
42,technician,single,secondary,no,1977,no,no,17,jul,72,6,-1,0,no
32,technician,single,tertiary,no,654,yes,no,25,may,615,4,-1,0,yes
52,unknown,married,secondary,no,142,no,no,25,aug,112,6,-1,0,no
49,management,married,tertiary,no,1167,yes,yes,25,jun,213,6,150,8,yes
23,admin.,single,secondary,no,178,yes,no,16,may,107,1,-1,0,no
39,blue-collar,married,secondary,no,7653,no,no,11,jun,165,2,-1,0,no
27,technician,single,primary,no,1022,yes,no,19,may,445,2,-1,0,no
43,admin.,married,secondary,no,764,yes,no,2,feb,118,1,-1,0,no
51,admin.,married,secondary,no,-895,yes,no,20,apr,104,5,-1,0,no
46,blue-collar,married,primary,no,0,yes,no,14,may,73,1,-1,0,no
30,services,single,secondary,no,177,yes,no,18,may,187,4,356,2,no
47,blue-collar,married,primary,no,0,no,no,26,aug,292,2,-1,0,no
35,management,single,tertiary,no,2187,yes,no,29,jul,229,1,174,13,no
26,admin.,single,secondary,no,766,no,no,15,oct,457,2,-1,0,yes
34,technician,married,secondary,no,210,yes,yes,12,may,211,2,173,1,no
55,unemployed,married,primary,no,1212,no,no,31,aug,241,1,92,1,no
29,technician,single,secondary,no,142,yes,yes,20,jun,312,2,-1,0,no
38,technician,married,secondary,no,0,yes,yes,7,may,193,2,296,5,no
70,retired,married,primary,no,3230,no,no,11,jan,300,2,48,1,no
49,self-employed,married,secondary,no,289,yes,no,2,feb,243,1,-1,0,no
32,management,single,tertiary,no,20,no,no,14,aug,1151,2,-1,0,yes
32,admin.,married,secondary,no,995,no,no,3,sep,331,1,99,2,yes
36,technician,married,secondary,no,465,no,no,14,aug,85,1,-1,0,no
60,retired,married,tertiary,no,846,no,no,26,may,1346,1,-1,0,yes
36,technician,single,secondary,no,129,yes,no,20,jun,200,7,-1,0,no
38,management,married,unknown,no,3576,no,no,25,nov,349,2,183,1,yes
58,blue-collar,married,unknown,no,64,no,yes,21,jul,78,2,-1,0,no
46,services,married,primary,no,830,yes,yes,11,jul,211,2,-1,0,no
36,admin.,single,secondary,no,2556,yes,no,13,apr,342,1,-1,0,no
41,services,married,tertiary,no,412,yes,no,3,jun,154,5,-1,0,no
37,admin.,divorced,secondary,yes,-302,no,no,17,jun,406,3,-1,0,no
32,admin.,divorced,tertiary,no,-127,yes,no,30,may,288,4,-1,0,no
57,housemaid,divorced,primary,no,395,no,no,11,jun,125,1,-1,0,no
24,student,single,secondary,no,125,no,no,11,aug,477,1,-1,0,no
48,management,married,unknown,no,7861,no,no,20,nov,380,1,-1,0,no
34,management,single,tertiary,no,125,yes,yes,5,jun,18,31,-1,0,no
35,technician,married,secondary,no,1707,yes,no,2,jun,426,3,-1,0,no
56,management,divorced,unknown,no,854,no,no,27,may,121,1,-1,0,no
38,blue-collar,married,primary,no,1262,no,no,17,jun,49,2,-1,0,no
30,blue-collar,married,secondary,no,3653,yes,yes,6,jun,167,4,-1,0,no
27,services,single,secondary,no,331,yes,no,13,may,203,2,-1,0,no
51,technician,married,tertiary,no,4455,no,no,14,aug,85,4,-1,0,no
25,services,single,secondary,yes,57,yes,yes,13,may,190,5,-1,0,no
43,technician,married,secondary,no,0,no,yes,8,may,9,2,172,5,no
47,blue-collar,married,primary,no,667,no,no,16,jun,54,1,-1,0,no
39,unemployed,married,tertiary,no,529,yes,yes,21,nov,673,1,-1,0,no
42,management,married,tertiary,no,981,yes,no,17,nov,276,1,-1,0,no
26,blue-collar,single,secondary,no,154,yes,no,18,may,1010,2,356,2,no
37,blue-collar,married,secondary,no,190,yes,no,9,may,83,2,-1,0,no
31,technician,single,secondary,no,87,yes,no,19,may,259,3,-1,0,no
51,management,married,tertiary,no,2635,no,no,1,sep,181,1,98,2,yes
52,blue-collar,married,primary,no,994,no,no,22,aug,109,2,-1,0,no
43,technician,married,secondary,no,1937,yes,no,5,may,181,1,-1,0,no
37,technician,single,tertiary,no,0,no,no,1,jul,1135,2,-1,0,yes
49,technician,divorced,secondary,no,0,yes,no,11,feb,283,3,-1,0,no
44,management,married,tertiary,no,254,yes,yes,11,may,145,2,300,3,no
35,blue-collar,married,secondary,no,80,yes,yes,21,nov,38,2,172,2,no
36,blue-collar,divorced,primary,no,17,yes,no,16,jul,329,1,-1,0,no
49,management,married,secondary,no,104,yes,no,8,may,285,1,-1,0,no
39,admin.,married,tertiary,no,259,yes,no,19,may,27,1,-1,0,no
35,unemployed,single,tertiary,no,415,no,no,4,may,164,2,89,2,yes
68,retired,married,primary,no,7945,no,no,28,oct,210,1,-1,0,no
32,management,married,tertiary,no,422,yes,no,3,feb,182,5,-1,0,no
39,blue-collar,married,primary,no,1004,yes,no,13,may,364,2,-1,0,no
33,management,married,tertiary,no,22867,yes,no,10,aug,73,1,440,2,no
56,blue-collar,married,secondary,no,249,yes,no,29,may,791,2,-1,0,yes
31,management,single,tertiary,no,9629,no,no,30,mar,371,1,174,4,no
51,entrepreneur,married,tertiary,no,5254,yes,no,23,oct,134,1,-1,0,yes
27,technician,single,secondary,no,842,no,no,30,jul,273,1,91,1,no
50,technician,married,tertiary,no,2313,no,no,5,aug,553,1,-1,0,yes
45,admin.,married,secondary,yes,-571,no,no,13,aug,332,2,-1,0,no
46,management,married,tertiary,no,0,no,no,3,mar,305,13,-1,0,yes
60,retired,divorced,primary,no,1017,no,no,9,jul,10,20,-1,0,no
38,services,married,secondary,no,706,no,no,18,nov,206,2,-1,0,no
31,management,single,tertiary,no,1441,no,no,17,aug,156,1,-1,0,no
36,management,married,secondary,no,2637,no,no,4,jul,219,1,-1,0,no
47,management,married,tertiary,no,3158,yes,no,14,may,282,1,-1,0,no
55,services,divorced,secondary,no,1735,no,no,20,jun,375,2,-1,0,no
30,management,married,tertiary,no,134,yes,no,19,may,70,1,-1,0,no
31,management,single,tertiary,no,2983,yes,no,2,jul,153,1,-1,0,no
34,admin.,divorced,secondary,no,627,yes,no,7,may,283,2,-1,0,no
30,blue-collar,married,secondary,no,177,yes,no,9,apr,62,2,332,3,no
40,technician,married,primary,no,164,yes,no,7,may,398,1,-1,0,no
47,services,married,secondary,no,612,no,no,26,aug,139,4,-1,0,no
37,services,married,secondary,no,345,yes,yes,16,apr,114,1,148,1,no
30,admin.,married,tertiary,no,4168,no,no,3,jun,198,1,-1,0,no
52,management,married,tertiary,no,601,yes,no,14,may,249,2,-1,0,no
37,blue-collar,single,secondary,no,392,yes,no,18,jul,118,3,-1,0,no
49,technician,married,tertiary,no,2568,yes,no,10,jul,192,1,-1,0,no
44,management,married,primary,no,4758,yes,no,22,jul,712,6,-1,0,yes
25,technician,single,tertiary,no,0,yes,no,29,apr,80,7,-1,0,no
33,management,married,tertiary,no,0,yes,no,28,jul,54,3,-1,0,no
31,management,married,tertiary,no,6290,no,no,20,nov,303,2,-1,0,no
29,blue-collar,married,secondary,no,37,yes,no,11,may,138,3,353,1,no
39,blue-collar,married,primary,no,-186,no,yes,18,jun,320,3,-1,0,no
53,services,married,secondary,no,1,no,no,22,aug,120,10,-1,0,no
45,blue-collar,married,primary,no,804,yes,no,16,may,528,1,-1,0,yes
46,blue-collar,married,primary,no,2473,no,no,4,aug,136,3,-1,0,no
50,management,married,tertiary,no,4904,yes,no,15,may,438,2,-1,0,no
34,technician,married,secondary,no,456,yes,no,23,may,621,1,-1,0,no
43,blue-collar,married,secondary,no,-141,yes,yes,23,may,128,1,-1,0,no
36,management,single,tertiary,no,0,yes,no,29,may,211,6,-1,0,no
36,blue-collar,married,secondary,no,3578,yes,no,3,feb,45,3,-1,0,no
41,services,married,secondary,no,1785,no,no,30,jul,225,7,-1,0,no
52,self-employed,married,tertiary,no,0,yes,no,17,nov,117,2,-1,0,no
30,self-employed,married,secondary,no,123,no,yes,17,jul,66,1,85,5,no
39,management,single,tertiary,no,668,no,no,14,aug,297,2,-1,0,no
33,management,single,tertiary,no,1240,yes,no,4,feb,505,2,260,1,no
31,admin.,married,secondary,no,113,yes,no,18,nov,474,3,-1,0,no
31,blue-collar,single,secondary,no,0,yes,no,7,may,113,2,345,1,no
48,housemaid,single,secondary,no,1042,no,no,18,nov,129,2,-1,0,no
59,housemaid,divorced,unknown,no,873,yes,no,7,may,152,3,-1,0,no
35,blue-collar,married,primary,no,4366,yes,no,28,may,173,3,-1,0,no
41,services,married,primary,no,124,yes,no,16,may,393,2,-1,0,no
57,entrepreneur,married,secondary,no,2464,no,no,1,jun,113,1,-1,0,no
