1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,class
-96.94460014,12,9,26.52560541,0,2,23,,7,1,6.949790074,26.68676618,27.22809736,8.406297954,,-12.95785161,,4,-0.694983659,-8.639175902,3,4,3,8,28.96463405,16,15,47.30941994,,0,4,4,12.18251354,102.1992477,-36.80906827,4,0.733967827,-8.078546936,-16.50404247,3.208974479,-99.11382773,7.516479154,52.29987582,1,,-14.61113081,0,,15.3604903,3,17,33.24008724,,-50.5916385,-18.37248138,33.20309197,38.12102393,-18.71110875,0
175.5421943,13,13,6.254938597,0,,24,-66.44137511,9,1,0.993361114,-12.09980831,-92.9431442,-66.86229919,17,-11.88991112,18,4,55.65423631,,4,,3,2,46.80464652,18,12,44.32761805,2,1,5,3,12.49575681,99.69640776,-77.16615647,3,2.845980724,95.24345372,2.244976736,,13.41491469,0.014877281,32.30139196,2,12,2.136704455,0,3,14.94167826,3,13,26.37701471,-99.77608153,-61.54810858,-31.90577752,37.40763628,31.91482464,-28.34546895,0
-98.83340832,12,11,29.05779954,0,2,22,-45.65854727,9,1,34.49909347,67.22535226,83.8395498,-108.8657105,16,-12.12393108,16,1,-49.16840732,9.4338836,6,5,1,5,-22.63144847,12,14,,6,1,4,,4.632827461,111.7283803,-55.76445424,2,2.899321737,-30.73819958,-16.08023293,-11.19034909,-118.6240017,0.590270175,34.85544513,3,9,1.449932447,0,3,17.98416572,4,15,5.669072959,-15.32908152,26.85150895,-23.88497315,23.36805488,36.80861962,-33.95729218,0
76.16479385,13,13,,0,2,23,-60.98537778,8,1,-54.38392305,87.50047088,-11.89719093,-74.14101549,16,4.191222191,18,6,,16.42394194,,3,2,5,-0.871952141,10,15,27.33566813,3,0,5,1,23.9562685,52.93868401,-70.08750509,4,0.492636113,135.062897,8.445825143,-25.50658221,10.4772416,4.136848318,21.79553541,1,10,-17.53229693,0,,22.61907879,0,14,37.27733805,-23.28230301,-58.80126432,-35.73654061,41.28983465,46.67632165,-25.98185725,1
-19.87761442,13,11,29.98924509,0,3,24,-45.99483161,9,1,-77.11880547,12.80070841,-8.489445112,-60.34211319,16,0.601193292,18,3,18.28367005,21.5332125,2,5,2,2,73.1224297,14,13,50.76898057,6,,2,6,11.87340525,116.4606761,8.127086225,4,18.1827812,92.1566839,-2.799713964,-4.182139362,-36.12127036,0.848591875,,2,11,-17.98586613,1,3,19.02448541,3,18,95.21674955,-93.07720286,4.057125124,-81.36741868,24.06624618,31.42303214,-58.38519136,0
5.257142382,13,12,53.40548892,0,2,22,-49.01786459,8,,79.61361522,-96.43468726,116.6679711,-101.3260755,,-17.13811223,19,2,-17.71216964,-6.882525769,4,5,2,8,54.11997092,,14,37.96178525,4,,,2,13.99913634,85.823195,-14.8011558,5,0.194853873,60.74832735,-17.02138966,-10.05574677,-32.00360193,-0.327986035,34.7948913,0,8,-51.0272134,0,7,,1,14,-34.8739803,-65.14246858,-48.94002914,-22.06556675,37.35703711,35.44269577,-43.99647019,0
35.7593991,13,13,21.80389144,0,3,23,-57.56483585,8,0,42.92647424,84.16473768,-91.49060385,-75.95902528,19,-7.027898009,14,5,15.28473464,3.764435667,4,4,2,6,,15,16,63.95415027,1,0,4,2,1.322289068,83.08397836,-62.24971207,4,1.800490244,,-6.330190845,-8.198289476,12.46237397,-0.500955975,45.42200006,0,10,-11.22134172,0,3,20.09394181,2,12,,-3.44567122,-16.19873842,-27.58378584,18.36004247,36.39648521,,0
68.41734672,13,12,42.76257809,0,3,24,-39.44011793,8,0,,-94.99041615,25.8217469,,15,-12.6905819,14,4,-25.40987437,-17.22954138,5,6,2,5,27.57434119,16,14,45.48654298,1,0,3,2,20.41574776,99.56700077,-1.96857931,3,0.557358475,48.44060205,31.15727978,-6.81279199,-28.8923941,0.785255412,,0,12,-25.28311277,0,3,21.40787793,2,13,-27.73109245,-78.04677019,-28.58207284,-19.10669779,22.07732392,25.76215975,-41.83439526,1
21.02262873,13,13,,0,,23,-82.37723774,9,0,-57.13010949,35.06304421,88.88092151,-117.3259729,19,-9.339611008,,5,-36.13762124,3.383994312,4,3,3,5,4.691456647,,,50.51370068,3,0,4,5,2.825507896,,-49.96773141,5,1.358825972,102.3752893,17.02251642,,43.33002307,4.09533847,,,10,-5.558585445,1,3,31.93930707,4,18,26.80364431,60.22830144,-40.75133068,-15.69056775,11.30408473,28.17567367,,1
-109.4569068,12,11,39.27174036,0,3,24,,7,0,-62.7585811,,,-81.16217349,14,-23.71162409,17,3,-62.36713959,4.993580131,4,7,3,5,-5.481752665,10,11,51.77358476,3,0,4,4,7.574520625,47.31600588,-90.16073812,6,0.297273568,96.97205454,21.50231604,-32.23390864,-5.312126272,-3.140309392,38.57245905,0,9,-31.77470048,0,3,23.78799389,2,11,26.45840719,27.48712115,33.97834741,-51.91490176,35.57736449,39.17100979,-60.63078647,0
-1.815996321,13,10,15.43581992,0,2,24,-11.61517194,7,0,-22.08017715,-50.01033088,-78.93091335,-50.57976405,,-19.71943582,17,4,39.34535454,14.31590875,3,5,2,5,14.18233961,11,9,44.52308268,6,,3,5,,54.15063833,-30.80059596,,0.158448452,28.83409704,,-43.68755903,-93.7977559,2.956191719,50.36233084,1,11,-36.17030738,1,4,,0,17,57.94096038,98.44916428,16.1603013,-60.80856388,24.07469677,35.62272038,-34.12866826,0
-35.79150425,13,8,34.97077396,1,1,24,,7,0,-39.2217418,77.1164279,-5.525066657,,18,-8.416758436,14,5,-72.24937417,10.30565869,1,,2,6,-40.25844312,12,14,,1,,4,3,,170.7679205,-68.42241102,3,0.87263973,20.45853826,-20.71322726,-9.426538488,-14.4001694,3.317806226,51.46107811,1,,7.556828833,0,2,13.67674535,3,12,-51.0884589,5.15703816,,-53.30737637,34.97049487,33.11006755,-37.3950583,0
,13,10,12.42905063,0,1,24,-65.73607525,4,0,25.59387471,-76.2302889,81.17470367,-56.22441141,,-9.25087795,18,4,-39.08359866,-0.413060606,6,1,2,8,,15,11,,5,,4,4,23.38763176,70.89707342,-47.20714744,2,1.828584059,,-20.76663806,-66.98575308,43.7481743,,39.89326936,0,10,29.10236214,0,5,22.41208768,1,14,1.043316165,-52.97869945,6.08080022,10.83511028,30.22968788,43.77056674,-41.50377444,0
20.49225775,12,12,62.83712158,1,2,24,-12.23662093,9,0,43.88982678,5.501746433,-18.12773352,-74.99842309,17,-5.051817407,18,,-48.03989475,4.043985965,3,,3,3,31.84646818,12,,,4,0,4,4,7.556808935,120.8382749,-5.410912021,4,4.693408008,,-8.373689659,-0.597789668,-10.99467315,4.771514536,37.70537966,1,11,,0,3,29.05931218,5,14,32.0675019,,12.78962658,-17.97038182,35.91928749,37.90860323,-21.11221686,0
145.2848226,12,15,41.97819146,0,3,24,-10.91006155,7,0,23.7165565,-14.49270854,-83.6411701,-68.03999601,16,,14,3,-2.244361725,8.991162022,4,5,,6,-18.81832448,13,12,52.01003465,6,0,5,6,19.03707246,37.81929148,-81.94321596,6,1.524605701,70.903421,-14.91649879,13.86036679,-39.88755445,-0.692277686,37.55856897,,10,-44.67172702,0,,19.95141604,3,18,-26.226328,-35.97676886,-66.00561018,-53.54657983,,40.71575683,-61.69635441,1
,13,13,39.38536126,,2,23,-44.89097517,,0,11.38244307,34.89160389,37.54539754,-62.08519612,19,-17.67447366,,2,,,4,6,3,4,-0.60121027,12,11,55.26973941,1,0,,5,28.37646453,98.66753025,-40.32500772,4,5.843437368,71.69136092,-5.971031961,-48.2210793,39.55642487,-9.592040281,22.21778978,0,10,-22.17207197,1,3,14.62151713,5,14,-9.908779171,-43.52324349,114.0985981,19.95152616,28.81657148,35.20404944,,1
185.2065124,,11,-16.05851729,0,,24,-22.37504496,9,0,-30.69531092,2.151249303,33.77494427,-114.912336,17,-13.6471961,,5,,-0.868506601,4,4,3,4,-3.192414483,11,11,,3,0,4,5,,,-77.70424948,4,,116.0856933,-6.148119363,20.23402592,22.41198138,-2.612689093,34.41181703,,9,-19.32152715,0,6,27.26601043,2,13,1.59332916,8.769639562,83.38232158,-14.79079823,,46.13582617,-49.41305966,0
,12,10,3.06354006,1,3,24,,9,,3.933618153,-93.84377259,,-89.27983496,16,,15,3,49.3454114,-4.48317841,3,4,2,3,28.6663045,16,13,54.31302076,4,0,5,5,-6.74275168,54.6751253,-66.10890941,4,1.056779805,69.95580531,-3.583545026,-20.14786872,101.905196,2.449586176,27.9816857,2,10,,,8,22.4988165,,17,63.58813224,,-23.46576944,-56.23222732,26.55497188,45.18732164,-37.781452,0
102.271308,11,13,28.56150612,0,3,24,-70.30358884,9,1,-4.848194377,,-54.99900746,-38.95179346,17,-8.64954355,15,3,-66.96015528,19.68028816,6,3,1,4,20.67776343,17,9,57.30789473,3,1,4,,16.52693228,102.3796209,-0.370212807,4,0.490994896,64.45330577,2.822987419,-19.16349998,-64.31720346,1.449105856,46.44306951,1,11,-48.30764685,0,5,17.84741303,4,12,53.63973718,9.909778697,89.44482248,-15.32164446,18.31349697,49.16175132,-29.54762266,0
-145.218686,13,8,36.13659209,0,2,,-58.02862446,8,1,-19.08737577,-87.13557567,40.88537916,,18,,13,5,-32.89476886,-8.913077415,5,5,2,8,-10.90297662,15,11,51.2066243,,0,4,,12.26802759,85.01365946,-62.69172739,7,0.287291931,51.7513084,-32.47522116,-33.06335929,7.929099937,-1.18612597,11.75748038,1,12,-57.36615407,0,4,27.04077834,3,,37.35940302,-153.9838169,61.81181774,-31.43477498,32.68206772,38.13606691,-17.06246739,1
56.6500659,11,9,42.211343,0,3,,-16.29946279,7,0,97.81083693,-80.33606843,31.618527,-63.2375453,18,-5.047306303,14,,-36.50019123,24.58710524,2,6,3,8,,17,14,50.98633692,2,1,4,2,11.49101039,166.5255501,,5,1.445287665,-26.28999258,-19.49109379,-5.558844926,-48.4615019,-0.961905536,22.61209629,1,11,-55.5956423,0,,19.07485164,4,12,31.13208208,-44.24166741,21.1386537,-4.096496754,24.21150644,34.8554493,-25.55792543,0
92.36865843,13,10,-2.470645903,0,1,22,,10,0,,53.57000474,67.88996027,-95.61978453,,-4.703287085,13,2,-51.50209693,22.19828852,1,3,3,7,-32.19572311,15,16,43.06639268,,0,4,3,5.60620012,16.59118018,-54.53049173,3,0.427726074,57.30155276,-26.7014794,-3.127883912,-32.80836837,2.813597184,,0,11,,1,6,,,13,-8.682997428,55.42196144,25.25242348,-52.7517872,21.23131923,41.34739751,-24.19579266,0
-14.72565829,13,,,1,3,24,,9,0,106.5690009,51.79219558,68.74567774,-4.317645412,18,-18.40394752,16,3,4.964390204,-0.700181782,6,3,2,6,1.506357264,,17,51.94027079,,0,,3,9.210533586,142.9196959,,4,1.940700615,,3.756180277,6.471812529,-19.99222177,5.559975965,,,10,-43.07496985,0,3,18.02316067,,,43.13687214,-33.42275759,,-23.00231595,16.83785257,33.36682072,-57.61701724,0
-29.49396442,13,8,21.53469191,1,2,24,-51.19368838,8,0,,41.69029482,,-74.81137057,18,-13.92042948,,2,41.47702628,20.49542104,4,4,2,4,-4.355843799,18,,38.81509108,,2,2,3,16.10204776,85.15899906,-65.8251529,5,2.252045197,77.60668755,4.325437361,-22.7749214,28.22874232,1.220823434,23.47931976,,11,-34.21509307,0,1,25.40370835,2,16,-3.644189109,-73.46833986,-16.40536786,-26.37443629,25.20398533,36.48964801,-13.41643737,0
16.5616905,12,10,35.74743646,1,3,24,-68.95202368,8,0,66.97781974,-98.97163436,2.423092979,-34.98995402,16,-13.66165923,13,6,76.15346759,2.894361596,4,,3,4,-13.91861654,15,11,53.38430976,,1,4,5,29.04876717,57.60043798,-48.64619219,5,1.036886794,-24.37540844,-21.20288305,-19.72378726,-5.973257071,1.309966348,41.75304309,0,12,-0.14589914,0,3,6.225472937,2,,49.02068475,43.24897838,-49.48826938,-35.7859682,,31.64285706,-31.98828769,0
-42.74889873,,11,25.07295429,0,3,23,-66.81029076,8,0,,,120.8051122,-64.82994116,15,12.04012939,18,3,-72.42460313,4.232209051,2,7,3,3,-30.41694889,,13,53.82971066,2,0,4,4,-0.156085401,112.2543055,-59.01330906,5,0.449728148,117.8273209,-6.341345387,-20.22259707,-9.9525647,3.813863602,21.37514746,0,10,-64.64961486,0,5,32.93828606,3,,37.34539707,,-11.64766436,56.53768399,26.29790022,24.11243944,-26.13133465,1
-5.028396582,13,,13.89848198,0,3,24,-41.61394484,6,0,-8.45462495,-1.292939438,,-97.10485091,16,-9.99734039,16,3,47.68958835,-17.5841321,6,6,0,5,-50.68092968,15,17,60.45863079,3,0,,4,22.68582929,77.97036308,-84.07222489,3,2.387124272,27.41804321,-4.755482746,-31.45754545,,2.822147843,,2,12,-80.07638219,,9,10.72132755,4,14,-29.90663601,19.46067515,-49.60520485,-27.47310688,31.33983077,35.77827009,,0
201.8446341,12,12,23.94343611,0,2,22,,9,0,87.49261217,-46.74487668,96.15870952,-26.01692174,16,2.132278709,15,1,15.95142558,-27.90887778,1,6,,10,,11,14,52.46632738,3,0,3,5,8.707597818,,53.68198904,2,1.087519113,143.7359306,0.670855844,-28.89622898,-52.26456095,-5.996428743,35.86296401,1,,-42.48382525,0,4,,2,16,-22.39196197,92.43352219,11.77970591,,21.18951068,49.29966133,-57.19951969,0
145.9676736,12,11,,0,3,23,,8,,-24.63602915,53.88183254,71.61325516,-80.18392898,18,-17.37878974,16,2,-10.07486579,-7.187194909,9,6,0,5,7.526449252,10,13,49.61841032,2,1,3,,8.478655335,136.3309229,,7,27.01775588,82.58706949,3.134779062,-7.549450297,-24.46712418,-0.726998247,37.50460014,0,10,-36.68289514,0,2,17.14276208,3,9,56.14103445,-108.1114954,53.67702029,-4.735395905,25.3430678,37.80899067,-16.50292303,0
-105.7603572,,12,-6.19487265,0,3,23,-67.40754739,10,1,-46.96024642,89.67324919,40.63153233,-101.1140632,18,-12.51005584,16,6,-35.36919245,1.040971074,5,5,0,3,-18.08490343,17,17,66.69111893,3,,4,5,-0.009163325,62.24932849,-4.425202467,,0.768791863,96.4485407,15.65748635,-5.769893865,7.348342933,0.733819195,42.52286243,,9,-1.102407746,0,,18.59520334,,8,-13.54022162,-94.03553756,7.037154929,,13.35346603,38.27851482,,0
226.930654,13,6,8.709972211,0,1,24,-36.93700589,9,0,-4.172570558,,61.81305145,-87.33846084,,-7.017540164,17,2,-93.71744003,4.925994472,,3,2,5,16.36873417,9,12,57.31914997,5,0,5,4,11.21873728,121.546709,-75.93864986,4,2.445716314,68.10967448,-13.28150836,-20.91217241,-24.11582679,0.255321018,20.45767363,0,11,-108.1151295,0,5,21.13782763,3,,35.79619004,-4.954227657,40.68723275,-18.25535043,,47.1934065,-34.86572479,0
206.9636228,13,12,26.1002605,0,3,24,-23.52017294,10,0,60.99316821,98.25845798,39.48515976,-61.64594213,19,1.007996629,14,1,-59.87598655,-16.21144374,4,6,2,4,5.322698936,11,16,54.99103706,4,,2,3,-1.387982197,42.18413558,-13.97877931,,0.557364413,58.4106248,-21.59688835,,19.18891633,3.410625742,31.04137928,1,12,0.406186634,0,3,35.05738412,2,14,42.92760946,-57.78968819,62.01602321,-51.01369394,24.89207641,34.93363452,-49.05854027,0
19.83341941,13,9,17.86900957,1,2,24,-31.37733713,5,1,-0.43778284,16.27754015,37.79526423,-108.2261472,17,-3.02910632,15,2,-10.01381798,1.260455693,,,1,8,-68.03341927,14,13,52.44427221,1,1,3,4,0.431134678,110.8762051,-21.16792294,2,2.103844145,147.8249466,-36.56633681,-8.715994054,-67.55448794,-2.601869662,31.8453289,,,-16.72786406,0,4,27.12564352,4,16,3.016859866,99.2221208,118.7458796,,22.67534348,37.56677057,-21.95042072,0
16.47554181,13,13,35.79473965,0,2,23,-51.3979261,9,1,88.15291206,51.6535149,62.99878306,-74.61122163,18,1.737876733,,3,27.44967463,-10.44893323,4,3,2,7,51.70514365,15,14,52.60642537,,1,4,1,22.03508352,169.6819448,,1,0.768932088,91.55847477,-8.408327608,-11.02747783,17.2382754,3.740536312,31.84470611,1,12,17.81923875,,2,20.64998092,2,11,-9.089205059,19.59090557,,-13.13574713,7.860773535,37.51982112,-33.4998803,0
220.7670312,12,9,33.99107639,0,0,23,-53.13833809,10,1,4.11858726,-54.96686492,79.1072743,,17,0.485709875,17,2,-19.98726604,-32.13601885,5,6,3,,-39.74841119,16,12,55.73539936,4,,4,6,22.86169044,117.7379119,-59.84464541,5,4.876429321,169.9748886,17.05077479,-0.776773117,-41.26089587,3.764304133,33.87430924,3,11,26.19530815,0,,7.078134735,2,,64.50299593,-34.5076724,60.19011739,-49.86976899,23.53693016,,-45.91645292,0
51.41495945,13,,46.48200863,2,3,23,-62.50660271,9,0,-41.57064414,-40.92284841,-29.22955864,-1.40982793,15,-7.806388153,15,2,-63.39471132,24.1785076,,,0,7,-46.38693388,17,14,,2,,4,5,27.13331105,128.7384514,-36.83127407,,7.839343237,-19.62872361,-28.50435934,-37.94394223,-31.79206563,12.25050691,36.76256661,0,10,-54.29100399,0,6,23.24630182,3,13,74.71733827,-52.78631161,-6.920000428,-40.28728978,22.35719558,46.99720462,-51.70597884,0
-143.5956836,12,12,44.59942146,,3,24,-46.20348462,7,1,,-3.705979371,46.10431851,-95.45338598,17,-7.186351467,18,,-6.130037559,15.25604827,2,3,2,4,-41.62057187,12,,34.48901098,1,1,5,5,15.12463809,69.84166672,-44.78905639,1,0.08430569,50.57029754,-17.66954613,-5.192912408,37.75355546,,42.5665668,,12,-29.01158325,,2,10.45651194,3,17,47.20315968,-21.86171286,7.041648206,-3.105939939,,40.85877183,,0
181.6398951,13,,1.554604056,1,3,24,-57.16143891,8,1,-51.57696094,-0.7076276,82.23139336,-36.20197041,18,-20.77824429,18,4,-10.19551646,22.65335374,7,4,1,7,,15,12,,,1,2,6,34.63497828,55.11932081,-32.26190927,5,3.308219321,61.86847407,-14.5209432,-36.05688017,-25.99316897,3.514678855,36.95775185,1,11,-45.32882704,1,5,19.43324125,4,15,25.26747504,30.81896409,38.81336132,-34.6669978,18.48756712,35.59706915,-27.98876882,1
84.72273682,12,11,8.19541715,0,3,24,-55.79086055,9,0,-0.958492701,-40.98181096,-31.54133113,-98.45569975,18,-7.083722984,19,3,-29.9079881,-6.518016327,7,7,3,5,33.5050175,,9,44.61362599,3,0,4,4,14.96304379,54.76204911,-0.987272695,,0.822371125,-2.793293732,-19.14856048,15.72952125,50.08416117,-1.715639411,47.21972733,,12,,0,5,18.71977201,3,17,61.3652304,-80.91192388,48.59461695,-32.46545393,27.35318112,,-52.70116976,0
10.60989933,13,12,21.87909518,0,3,23,-56.44095707,8,0,93.37737528,-17.31605148,-6.427993904,-121.1667982,16,,17,4,-14.05524086,-30.41199772,4,,3,7,,,17,60.91012463,1,0,3,3,1.606052497,70.40814945,-35.00798042,,2.884005465,50.56474373,-8.590110998,-26.60277493,9.46271029,-7.554154278,,1,12,-35.73191354,1,5,30.80234432,4,,22.13023972,14.21642524,,,44.71561168,32.58823987,-44.64890328,0
50.28282448,12,12,39.37237389,0,,23,-69.35799641,8,0,31.78827747,-11.8334048,-59.06058763,-56.61246196,17,-9.321669962,16,2,30.8056693,11.13743057,4,4,3,5,-3.27290277,17,9,53.04474713,6,0,5,2,18.92660292,79.15372588,-31.83298086,5,0.515555313,41.30051346,13.0735806,-16.43600406,,-0.301609094,43.62479379,0,11,-57.53416984,,6,27.35374569,3,16,14.71577925,-63.60873168,41.87015829,-42.30717238,37.49002177,41.76501078,-41.39634712,0
-58.09633699,13,12,13.71954202,1,3,23,-44.83628033,,1,-8.2877603,49.38000529,60.58366654,-130.5537215,17,,16,4,-123.401289,,1,7,2,4,-8.991915589,10,14,52.56704278,2,0,3,2,13.12750974,97.4793561,-14.98016778,6,2.44905761,64.42744432,-26.45529615,7.388576887,9.241683011,4.521339078,33.92758684,0,10,15.22454795,0,3,18.96070694,1,14,43.3156482,,11.48508823,,41.33502617,51.13519126,-38.89787249,1
49.10412779,13,,22.83115927,0,2,23,-60.75562711,8,0,13.74665821,32.9713881,-106.7411997,-84.37394136,19,-4.742227778,,0,18.17510566,6.674864621,2,4,1,5,1.783409301,,,35.11911283,2,1,4,5,14.42791717,118.2392367,-6.627698167,3,0.456155988,91.75222658,10.18068589,-20.86046302,-79.02363722,3.405153482,34.84882232,0,10,-64.23216227,0,3,30.76591668,3,13,-0.095824919,,13.36807385,-33.9638288,23.26534759,43.5058079,-52.81011965,1
-148.2984642,,12,,0,,23,-4.931606702,9,,19.458125,-78.84801915,73.34478747,,16,-19.07198988,17,4,,9.371787741,5,7,1,3,-38.57461991,12,9,,6,1,4,5,0.876715475,43.53097537,,,0.314359674,111.2006279,-22.06839346,-3.064062393,73.12043192,2.707585223,30.4090712,,,7.300612297,1,4,9.831593252,3,16,,-81.79241733,52.25288461,-13.72374275,30.96249727,46.61430632,,1
0.264886534,12,10,32.9650805,,3,24,-64.78764721,8,0,22.5716626,91.89825817,75.48586301,-31.98987118,16,-0.447703838,15,4,-49.26495885,13.22159799,4,3,2,3,28.08590996,14,12,51.16980964,3,3,3,3,30.3417433,52.06408723,-48.33131096,2,1.837799429,70.84988725,-7.240329912,-33.20152213,-28.61193925,4.069717576,55.17961405,,9,,0,5,13.90731414,3,12,,-47.40168507,-2.232586151,-13.19329486,,39.34117134,-18.47418782,0
42.14292325,13,13,44.88866758,2,3,24,-29.78023764,8,1,-63.06403223,-83.44215597,25.74889657,-117.9067795,18,,18,1,7.062883725,14.14059244,4,4,2,8,12.77999348,11,15,52.8775713,1,0,2,,30.17906077,103.2274761,-38.37367787,1,3.090367573,26.13067891,-10.52997588,-43.89888354,-73.32610022,0.55541635,22.45702162,1,11,-3.96229995,0,,22.62802431,2,16,27.45718546,-45.93660062,-14.69989639,-56.51144327,29.08388815,28.50212215,-34.77918985,0
-99.00199076,13,10,68.3853604,0,3,,,9,,79.52137747,-1.754306909,94.90410025,-34.79114717,,-8.594017184,16,0,4.440133962,0.260108209,5,4,2,3,36.52799214,14,15,43.20773466,5,0,4,4,-3.254348531,84.16131711,-51.17123444,6,2.067400709,71.65334489,10.68306725,-18.64969808,0.174979321,1.524176029,47.2276557,2,12,-47.628521,0,3,21.43579637,3,18,45.87907601,-48.37828924,3.359671511,-51.91990346,21.57474505,40.1032031,-42.93442072,0
-183.4018739,13,13,-7.011115464,1,1,,-45.12819036,7,0,42.16394416,-92.31821774,29.00642532,-102.9459189,17,-25.18903997,18,1,8.290265379,26.65907381,5,,0,5,-22.7923248,17,11,58.51908643,,0,5,5,13.75206355,93.89290401,-70.1897166,,0.280048991,,-22.32032857,-6.201811532,15.33860644,-2.257410532,,,12,-12.93217004,0,,26.32961064,3,17,4.374122245,,100.7058759,-52.44205196,22.11644518,46.7484377,-66.89003946,1
,12,11,40.66924338,0,2,,-34.36629036,8,1,,14.88898592,-9.477254466,-17.06174557,17,2.597433533,16,3,74.81318304,15.56169849,3,6,2,3,2.882335556,13,15,52.67947434,6,0,3,4,6.421727557,73.98837317,,2,0.386195879,7.747875195,-1.376673642,-22.29461314,-54.36033736,-0.035706681,27.52645799,0,11,,0,3,16.0004603,2,,-15.96966733,17.45268482,-37.98846149,-30.92888601,23.42302361,42.61258246,-30.23842259,1
23.76688001,11,11,34.52447844,0,0,24,-38.46065139,7,0,-0.999025729,-85.251053,69.72585373,-89.35999319,17,-8.449962074,16,4,14.33315509,-11.97239045,5,6,0,7,4.283681851,18,,58.99774846,3,0,4,4,10.66033474,157.89295,,,0.306299094,43.53281183,-10.97121549,-15.84883493,-24.50340756,-3.358264278,39.39865231,,12,23.53514811,0,3,21.48974162,,14,63.49771988,-33.65307159,-25.64854742,-30.21819492,28.38694851,,-71.31069709,1
-51.71490776,11,,24.63326137,0,,21,-42.5420977,8,0,-7.375582113,-5.984890321,94.34109287,-65.56599222,18,-9.398824499,16,2,-12.5084267,7.806959375,1,5,2,4,-9.468855726,8,10,45.83589022,6,0,3,,12.48849086,46.60635331,-74.6735644,5,1.079087857,65.67905751,16.53082813,-48.39321572,-14.73451468,,,1,11,10.53287246,0,3,18.9553815,2,13,27.22899062,-40.72992725,9.35869415,-14.75729023,27.48174575,32.24043394,-30.16614498,0
77.61874892,12,14,,0,2,22,,7,0,57.38165477,-99.5279165,,-107.5363689,,-26.83942284,17,3,100.6011617,-12.64550252,4,3,1,3,-34.85992089,,12,50.71051441,3,2,4,2,21.66528951,42.74263807,-50.32688669,4,11.26483305,69.3282237,30.16570223,-34.31650487,,7.643047216,24.84837197,1,10,-6.775271141,0,5,,,16,21.75814295,-54.34963947,0.270637498,-27.73841562,9.979187273,35.65413806,-32.40138661,0
,,13,36.26889679,0,2,24,-51.42476614,6,0,48.02758552,-66.11563475,31.71169115,-57.5779038,18,-13.54024062,17,2,6.923505977,19.08462204,3,2,1,2,-51.6152636,16,15,47.81616415,1,0,5,4,1.844425466,112.8484914,,4,18.30599535,77.93638775,-7.07791113,-24.55134811,-73.58916246,3.72193626,28.55236494,0,10,,0,3,,4,15,-24.14476133,-36.25033653,,-44.3025957,32.75155569,40.63709228,-35.91515335,1
-8.959297999,13,10,27.26979482,0,3,24,-12.08469363,7,0,50.77046635,30.59146325,78.82952261,-75.55375901,15,-2.652188178,19,5,17.56091967,-17.80269816,3,4,2,6,-27.87478509,12,,53.95037244,4,0,4,5,2.872943383,161.7215749,-70.9356028,4,0.818201904,74.997962,8.613776166,,,0.96040827,32.44139701,,12,-40.42777257,0,3,30.17037031,3,12,37.91148506,-8.663718894,-100.3924745,-59.08946335,12.38495014,42.11838997,-64.81149885,1
-103.6640495,13,11,42.23056923,1,,23,-58.03696362,9,0,22.2421989,8.536403673,-62.10379332,-160.8060213,17,-8.906029304,16,4,-7.496338578,15.89803321,2,6,,6,-17.43114386,15,14,56.84215624,3,0,2,3,15.62656902,108.5306874,-36.41289263,5,5.973383699,24.97180092,-40.21734214,-4.870623669,7.746724851,0.208790453,,0,,15.62192352,0,5,23.20444283,3,12,15.07149967,23.4485858,-1.718283264,-51.64524499,29.99631634,,-0.362914401,0
119.6682394,12,12,45.83873047,2,1,21,-88.79273435,9,,7.477673245,32.98421632,-23.5654822,-129.0874207,19,-22.9751279,17,3,8.224655275,-5.562722389,5,,1,2,,16,14,53.33066216,4,1,,3,,77.62642236,-84.3378937,7,27.88538202,75.64545681,-7.826610785,-12.81647718,-65.04475391,-1.696805533,,1,12,-17.88257358,0,4,25.46334818,3,12,-4.201469893,-55.66196242,,-48.71199703,30.74343852,33.04840817,-30.34343619,0
216.8117706,13,12,58.87000676,0,0,24,-22.23436999,8,0,-18.768214,43.33935603,56.97111767,-100.2531884,,-18.16532572,18,,-5.46448016,1.377311375,,4,2,6,-2.967743974,14,,60.73638096,5,0,1,4,,94.86503999,-47.72715879,1,,93.21502342,,10.9950001,-53.13471822,6.843006858,34.87080612,1,11,-15.70417302,0,4,13.10999122,4,17,51.4546487,-90.84830418,14.7151895,-51.32682087,,25.6572218,-40.53793612,0
-79.21636938,13,11,27.79457151,1,2,24,-11.64800341,7,0,107.3412306,8.624955406,40.49341056,-44.86548292,16,-10.98621907,18,4,29.08956742,-18.65393883,,4,1,4,1.443431077,14,9,41.97074457,3,0,4,4,24.47221541,121.1495779,8.718356478,3,1.293782124,,0.363764667,5.461411887,,-2.129652133,38.41475912,1,11,-25.45476903,,,14.2603047,,17,4.892345429,49.94617491,79.45564167,-14.07643394,31.9705743,37.62317677,,0
