Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,class
91982,3,Townsville,25.3,30.6,1.4,6.6,3.7,ENE,35,ENE,ENE,17,7,88,67,1011.1,1008,7,7,27.2,29.4,Yes,0,No
108595,5,Albany,12.2,19.4,0.6,1,,,,W,,4,,92,,1020.5,1017.5,8,,13.6,,No,0,No
131474,8,Launceston,2.5,11.1,0.6,,,SSE,17,SSE,,6,0,96,92,1022.6,1018.9,,,6.7,9.3,No,1.4,Yes
66364,3,Melbourne,11.1,26.4,0,4,11.4,SE,31,W,S,9,19,72,40,1037.2,1034.6,2,3,15.3,24.9,No,0,No
76547,3,Watsonia,19.3,26.7,0,10.8,0.1,NNE,43,NNE,N,13,17,43,42,1012.5,1010.1,7,7,22.6,25.9,No,0.4,No
59584,1,Bendigo,10,26.7,0,,,SE,35,SSE,S,24,20,60,34,1013.6,1012.7,,,15.4,25,No,0,No
41824,3,Wollongong,17,25,0,,,NE,26,SSW,NE,2,22,71,64,1026.3,1022.6,,,20.1,24.2,No,0,No
94518,5,Adelaide,4.3,19.3,0,,4,NE,22,,NE,0,11,57,24,1018.9,1015.6,,,9.8,18.3,No,0,No
112841,10,PearceRAAF,13.8,23.4,0,,7.1,E,54,ENE,ENE,26,24,60,47,1016.5,1013.1,3,1,18.3,22.6,No,27,Yes
10198,7,CoffsHarbour,7.3,21.8,0.2,1.8,,SSW,33,NW,S,7,22,69,59,1013.2,1009.4,3,3,14.4,18.6,No,0.2,No
79807,2,Dartmoor,10.1,39.3,0,4,12.3,NW,44,,NW,0,22,87,12,1018.1,1015.4,,,14.9,37.9,No,0,No
140921,11,Uluru,18.7,41.4,0,,,NW,56,NNE,NNW,11,24,9,6,1012.8,1007.5,,,31.1,40,No,0,No
125658,8,Walpole,8,19.1,0,,,ESE,33,ENE,SE,13,24,100,73,1031.9,1027.7,,,11.1,16.8,No,0.2,No
74300,6,Portland,4.2,15.5,2.6,0.8,5.3,N,52,N,WNW,11,13,99,90,1028.1,1026.8,,6,7.3,14.1,Yes,4.2,Yes
13473,8,Moree,-0.5,18.1,0,4,10.3,,,NE,WSW,13,15,59,25,1019.3,1015.7,7,4,8.4,16.8,No,0,No
12841,9,Moree,15.1,28.1,0,12.4,10.3,NNW,48,N,WSW,24,30,37,27,1015.1,1010.6,6,2,19.9,27.4,No,0,No
113878,3,PearceRAAF,15.9,29.4,0.2,,10,WNW,44,NNW,WNW,17,30,72,59,1010.3,1007.8,3,6,23.4,26.2,No,2.4,Yes
127317,4,Hobart,9.5,17,0,2.4,6.5,SE,30,N,SSE,7,20,73,70,1022.9,1021.3,6,4,13.5,15.3,No,0,No
50465,8,Tuggeranong,0.3,13.2,12.8,,,WNW,41,SW,W,2,15,99,37,1012.1,1010.4,,,5.1,12.7,Yes,0,No
23492,3,NorfolkIsland,19,24,10.2,7.8,,SSW,33,SSW,SSW,17,20,65,53,1013.3,1011.3,7,2,22.8,23,Yes,0,No
87424,3,Cairns,24.5,26.8,20.2,12.2,,SSE,28,S,SSE,13,7,87,89,1009.2,1005.9,8,,26.3,26.7,Yes,0,No
40933,3,Williamtown,13.2,24.1,,,,SSW,39,W,S,13,24,77,57,1016.9,1015.4,8,6,19.1,23,,18.4,Yes
12111,8,Moree,7.1,23.8,0,4.6,5.8,ENE,31,NNE,NE,19,7,59,27,1021.1,1015.7,7,1,14.5,23.3,No,0,No
2936,4,Albury,8.1,23.9,0,,,SE,22,SE,NE,9,4,64,40,1025.2,1021.7,,,16.1,23.8,No,0,No
79734,12,Dartmoor,10.8,19.7,0.4,3.6,8.8,SSE,35,S,SSE,17,20,73,51,1017.7,1018.1,,,13.9,16.5,No,0,No
20507,3,NorahHead,19.5,23.3,0,,,S,81,SSW,SSW,39,41,76,77,1016.3,1016.3,,,20.9,21.1,No,10.2,Yes
23547,5,NorfolkIsland,17.4,22.4,0.4,,,E,56,E,E,30,28,65,66,1024.2,1020.8,8,8,19.8,20.6,No,0,No
88098,8,GoldCoast,12.3,23.6,0.2,,,SE,44,SSW,SE,6,31,51,60,1017.2,1015,,,20.2,20.8,No,0,No
123685,1,SalmonGums,16.8,41.6,0,,,SW,50,NNE,N,20,22,27,9,,,,,29.3,41.1,No,0,No
74787,10,Portland,7,30.6,0,3.4,8.1,W,65,N,NNW,19,33,75,22,1005.3,999,7,4,14,29.4,No,4.2,Yes
53184,2,MountGinini,9.5,21.1,0,,,ENE,30,NE,WNW,9,13,97,51,,,,,10.5,19.5,No,0,No
131335,3,Launceston,15.9,31.6,0,,,NW,33,,NNW,0,19,79,32,1018.9,1014.2,,,20.9,29.6,No,0,No
107461,4,Albany,18.3,34.4,0,3.8,7.9,,,N,NNE,6,6,51,32,1016.2,1011.8,6,6,24.5,32.1,No,0,No
410,1,Albury,16.8,25.6,0,,,WNW,57,W,W,20,35,51,24,1006.9,1005.5,4,1,18,24.1,No,0,No
120754,1,Perth,16.1,22.9,31.8,3.6,0,SSE,28,ESE,ESE,7,9,92,87,1014.7,1012.3,7,7,17.5,19.5,Yes,2.8,Yes
26880,12,Richmond,14,22.9,5.2,,,SSE,50,S,SE,20,35,48,38,1016.8,1016.8,,,17.9,22.2,Yes,0.6,No
678,10,Albury,4.8,19,0,,,WNW,22,W,WSW,6,11,78,49,1026,1024.8,,4,10.9,18.2,No,0,No
21009,1,NorfolkIsland,18.4,26,0,4.8,12,ESE,33,ENE,SSE,17,15,67,58,1015,1013.9,5,3,23.5,24.3,No,0,No
31539,12,Sydney,19,26.3,4,8,8.4,W,78,SSW,W,4,48,80,32,996.7,996.9,7,6,21.5,22.3,Yes,0,No
86755,5,Cairns,21.8,26.3,6.2,4.6,4,SSE,48,SSE,SSE,28,28,77,74,1015.4,1013.9,2,6,25.1,25.2,Yes,8.2,Yes
113801,12,PearceRAAF,12.2,29,0,,13.4,ESE,41,ESE,E,26,20,40,23,1021.5,1017.2,0,,19.6,28.2,No,0,No
121582,12,SalmonGums,17.9,33.5,0,,,S,52,N,SSW,13,35,18,27,,,,,30.2,29.7,No,0,No
27073,6,Richmond,-0.4,15.9,0,,,S,19,,SSE,0,13,81,47,1021.6,1019.1,,,6.8,14.1,No,0,No
20074,12,NorahHead,16.5,22.6,5.4,,,SSE,39,SSW,S,19,26,76,63,1022,1020.7,,,18.8,22.1,Yes,0,No
54403,12,Ballarat,12.2,21.8,2,,,ENE,39,ESE,NE,19,20,99,66,1015.4,1013,8,8,14.3,21.5,Yes,1.6,Yes
124045,7,Walpole,9.1,13.3,2.4,,,SSW,39,WNW,WSW,9,17,85,75,1012.5,1013.9,,,10.3,12.1,Yes,0.6,No
96905,5,Adelaide,6.8,22.5,0,,,ENE,20,,,0,0,61,30,1021.1,1017.2,,,13.7,21.3,No,0,No
93270,11,Townsville,24.2,31.4,0,11.2,11.2,ENE,39,E,ENE,17,28,58,55,1016.6,1013.6,7,4,28.6,29.1,No,0,No
110590,9,Witchcliffe,13.7,17,,,,WNW,74,W,W,33,28,53,58,1004.2,1008.3,,,15.6,15.8,,1.2,Yes
132896,12,AliceSprings,20.9,25.7,4.8,4.6,2.1,N,31,SSW,NNW,11,17,70,77,1011.4,1009.9,7,8,25,24.3,Yes,0.6,No
3597,9,BadgerysCreek,9.7,21.8,16.8,,,WNW,48,SW,W,26,30,66,24,1011.2,1010.1,,,16.4,20.8,Yes,0,No
75020,6,Portland,4.4,11.9,0.8,1.2,9.2,NNW,30,N,NNE,6,19,96,64,1027.6,1023.9,,4,6.1,11.1,No,0,No
84336,1,Brisbane,18,28.3,0,6.2,10.1,ESE,35,SE,SE,13,15,48,45,1020.5,1017.8,5,4,26.1,26.7,No,0,No
125993,7,Walpole,7.9,17.5,0,,,NW,50,NNW,NW,24,31,79,58,1013.9,1010,,,11.6,16.5,No,21.8,Yes
3785,3,BadgerysCreek,13.1,26.7,0.2,,,W,52,N,WNW,13,28,58,35,1005.4,1003.9,,,19.4,26,No,0,No
68547,1,Mildura,12.5,27.2,0,10.8,13.5,S,41,S,SSE,20,20,48,21,,1017.7,1,1,16.5,24.5,No,0,No
141896,8,Uluru,7.4,24.2,0.2,,,NNE,26,E,NE,9,7,69,32,1020.1,1015.1,,,14.6,23.4,No,0,No
22262,10,NorfolkIsland,14.5,19,0,5.2,9.6,ESE,28,SE,SSE,13,13,57,58,1024.3,1022.1,6,1,17.7,18,No,0,No
13086,5,Moree,5.9,22.4,0,2.8,10,E,26,ESE,SW,15,13,66,35,1027.2,1025.4,1,1,14.2,21.9,No,0,No
95064,12,Adelaide,15.5,22.8,0,,3.4,WSW,33,S,SW,15,17,50,52,1016.8,1016,,,19.8,21.5,No,0,No
1910,6,Albury,3.8,16.6,0,,,ENE,24,,ENE,0,15,98,63,1021.2,1017.7,4,,7.9,16.3,No,3.6,Yes
25064,5,Penrith,7.1,19.6,0,,,SW,43,ESE,SW,4,20,52,36,,,,,15.7,18.5,No,0,No
40732,8,Williamtown,5.4,17.4,0,,,WNW,41,WNW,WSW,30,7,55,33,1024.2,1021.1,,,10.3,17,No,0,No
5654,8,BadgerysCreek,3.1,19,0,,,N,22,SW,NNE,9,9,68,43,1023.6,1019.8,,,10.8,18.1,No,0,No
129153,7,Hobart,2.3,8.1,1.4,1.6,3.1,S,57,SSW,S,19,24,82,51,1019,1021.8,4,5,6.4,7.2,Yes,1.2,Yes
47287,2,Canberra,12.8,30.9,0,,,E,43,NNE,W,4,13,69,33,1018.6,1015.1,,4,19.1,28.7,No,0,No
125883,4,Walpole,10.7,22.8,0,,,NE,30,NNE,SSE,15,13,75,53,1024.3,1020.2,,,15.8,20.9,No,0,No
137531,1,Darwin,29.1,34,0,7.6,9,SE,48,W,WNW,28,33,78,71,1007,1004.2,7,7,31.3,33.4,No,25.6,Yes
120715,12,Perth,17.3,32.6,0,9.4,13.2,SW,43,SSE,SW,9,22,40,31,1009,1005.7,0,0,27,29.9,No,0,No
131107,5,Launceston,0.7,13.8,0,,,E,13,,E,0,4,100,65,1028.8,1028.7,,,2,13.1,No,0,No
26938,1,Richmond,18.8,30.3,0,10,,NE,41,S,ENE,4,20,82,49,1016.3,1013.6,,,24,28.7,No,6.6,Yes
81231,3,Dartmoor,8.8,17.6,1.2,3,2.4,S,35,,SSE,0,22,96,60,1017,1018.9,,,11.9,16.8,Yes,0,No
11160,7,CoffsHarbour,7,19.5,0,,,ENE,19,NNW,ENE,4,11,73,51,1022.2,1019.4,,,14.2,18.5,No,0,No
42902,6,Wollongong,9.7,16.5,0,,,SSE,46,SW,SW,15,22,60,71,1013.4,1013.1,,8,13.1,13.7,No,8.2,Yes
22519,6,NorfolkIsland,16.5,20.3,0,3.4,3.4,NE,48,NNE,NE,17,17,72,84,1020.4,1018.2,7,7,18.5,19,No,3.6,Yes
41752,12,Wollongong,21.7,24.9,1,,,NE,61,NE,NE,31,50,71,79,1012,1009.7,,,24,23.1,No,0,No
70065,5,Mildura,11.3,20.5,0,1.2,7.5,NNE,24,E,NNE,9,13,76,34,1024.8,1021.5,5,5,15,20,No,0,No
108422,11,Albany,15.7,19.5,0,4,0.5,,,SSW,,24,,73,,1016.8,1015.6,8,,17.8,,No,0.5,No
41046,7,Williamtown,10,15,0,7,,NW,87,WNW,W,52,37,31,18,1019.2,1020,,,12,15.1,No,0,No
116050,10,PerthAirport,15.3,20.7,3.8,3.2,4.2,WSW,41,WSW,SW,26,22,63,56,1017.3,1017.4,8,7,17.1,19.8,Yes,1.4,Yes
49310,6,Tuggeranong,4.8,13.6,19.2,,,NW,28,NNW,NW,6,15,100,63,1007.4,1004.9,,,8.8,12.9,Yes,0.2,No
31424,8,Sydney,12,24.4,0.2,3.8,5.4,W,94,N,W,9,48,40,40,1005.8,1004.2,3,7,19.6,18.9,No,0,No
129563,8,Hobart,7.8,18.4,1.2,1,3.8,NNW,41,N,SE,22,9,78,54,1008.6,1005.6,7,7,12.5,17,Yes,1.2,Yes
4343,11,BadgerysCreek,18.5,26.5,0.2,,,NE,22,E,NE,4,4,80,56,1013.8,1009.6,,,21.1,25.7,No,1.4,Yes
75227,1,Portland,12.2,21.1,0,5.8,12.8,ESE,43,E,SE,17,26,62,53,1029.4,1026.2,3,,16.8,20.5,No,0,No
126495,12,Walpole,13.8,21,1.2,,,SE,35,SSE,SSE,15,17,55,56,1015.3,1013.9,,,18.5,19.9,Yes,0,No
104175,5,Woomera,8.8,21,0,,,SW,30,SE,SW,17,15,54,24,1025.9,1024,,,14.8,20.8,No,0,No
62842,4,MelbourneAirport,11.3,21.2,0,5,5.1,NNW,28,NW,SW,13,13,63,42,1017.9,1017.1,6,7,15.1,20,No,0,No
27448,8,Richmond,8.4,17.4,7,0.2,,W,50,NNW,WNW,15,26,65,35,1009.6,1009.8,,,14.3,16.9,Yes,0,No
71035,1,Mildura,15.7,31.1,0.2,5.2,,S,28,SE,S,17,9,58,24,1019.9,1017.1,6,6,17.3,27.3,No,0,No
83996,2,Brisbane,20.7,29.2,0,6.8,9.6,SSE,39,SE,ESE,15,15,50,51,1017.6,1016.9,4,3,26.5,28.3,No,2.8,Yes
60015,10,Sale,5.9,13.8,7.8,2.6,7.2,S,54,S,S,26,33,66,71,1022.7,1023.4,5,7,10.8,9.5,Yes,0.8,No
62058,8,Sale,2.7,14.8,0,,,NW,46,N,WNW,7,31,68,48,1011.6,1007.6,,6,10.4,13.7,No,0,No
101546,7,Nuriootpa,4.1,8.9,13.8,3.4,5.9,W,54,WSW,WSW,15,28,82,61,1012.6,1012.4,6,6,5.6,7.8,Yes,2.2,Yes
105990,12,Albany,12,21.2,0,5.4,12.8,,,W,WSW,6,43,67,65,1012.5,1010.9,0,1,17.8,20.5,No,0,No
57057,11,Bendigo,17.7,24.7,0,4.8,,N,39,,NNW,0,15,82,62,1009.2,1007.3,8,8,19.8,24.1,No,16.6,Yes
38217,10,WaggaWagga,8.9,31.4,0,4.6,10.2,NW,26,ENE,SSE,13,9,66,25,1025.1,1023.2,7,6,16.4,29.4,No,0,No
42015,10,Wollongong,14.9,20,1,,,ENE,61,NW,NNE,6,30,83,76,1034,1032.5,6,7,17.5,18.2,No,1.4,Yes
34953,1,SydneyAirport,21.5,27.2,0,10.2,11.8,SE,39,S,SE,20,26,75,59,1011.8,1010.1,5,6,23.4,26.1,No,0.4,No
67458,12,Melbourne,12.3,31.8,0,6.8,12.7,NNW,43,ENE,NW,4,20,62,20,1015.1,1010.9,,,17.9,29.2,No,0,No
90904,2,Townsville,25.7,32.3,0,7.6,11,NNE,28,NE,NE,7,20,70,60,1009.8,1007.3,7,7,29.9,31.4,No,0,No
66579,10,Melbourne,14.3,14.8,9.4,4,0,SSW,22,S,S,13,17,91,92,1017.4,1015,8,8,14.6,13.4,Yes,4,Yes
55200,5,Ballarat,9.4,21.7,0,,,N,50,NNE,N,20,35,66,36,1027.5,1022.9,,,14.2,20.3,No,0,No
22117,5,NorfolkIsland,14,20.8,0.8,2.8,9.5,S,26,SW,SW,13,19,61,51,1025.3,1022.6,2,2,18.5,20,No,0,No
47943,5,Tuggeranong,8.1,17.5,0,,,E,24,,NE,0,11,81,51,1028.5,1026,,,12,16.3,No,0,No
110434,4,Witchcliffe,16.8,24,0.2,,,S,24,E,SSE,7,15,99,70,1017.6,1016.1,,,18.5,21.9,No,0,No
119517,9,Perth,13,19.1,16.8,1.4,6.6,SW,44,W,WSW,15,15,70,56,1015.7,1016.8,6,3,15.9,18.4,Yes,0,No
85433,7,Cairns,21.4,26.4,0.2,5.6,0.3,S,35,S,SE,19,20,81,76,1018.7,1016.8,7,7,24.3,25.2,No,1.2,Yes
67868,8,Melbourne,7.1,21.6,0,2,9.6,N,50,N,N,13,28,65,43,1018,1013.1,1,6,15.3,20.8,No,0.2,No
118589,11,Perth,15.8,37.2,0,12,13,WSW,41,NE,SW,19,20,13,18,1009.6,1006.8,2,1,31.3,30.7,No,0,No
53212,3,MountGinini,1.2,11.2,0,,,ESE,28,ESE,ESE,7,6,93,62,,,,,3.8,7.7,No,0.4,No
79421,1,Dartmoor,4.1,22.7,0,6,11.4,SSW,35,ESE,ENE,11,15,68,46,1015.1,1011.8,,,14.2,21.7,No,0,No
59133,10,Bendigo,11.9,19.7,0,,,SSE,48,SW,SSE,22,28,67,53,1016.7,1019.9,8,7,16,17,No,0,No
17913,8,NorahHead,10.7,18.6,0,,,WSW,24,WSW,SE,11,15,62,69,1018.6,1016.3,,,14.9,17.7,No,0,No
2753,10,Albury,7,21.6,0,,,N,30,NNE,NW,6,15,72,55,1021.4,1020.3,,3,13.6,20.3,No,0,No
114309,5,PearceRAAF,9.6,18.8,0.6,,7.5,WNW,33,N,W,15,19,95,64,1012.5,1011.6,7,8,12.8,18,No,3.6,Yes
53663,6,MountGinini,3.3,8.4,0,,,SSW,28,SW,SW,17,11,38,61,,,,,3.8,5.9,No,0,No
123645,11,SalmonGums,9.4,29,0,,,ENE,37,E,E,19,17,45,14,,,,,18.2,28.2,No,0,No
140316,6,Katherine,13.5,34,0,4,,SE,31,SE,ESE,11,20,56,,1013.7,1010.4,7,,20.5,,No,0,No
126281,5,Walpole,13.1,19,0.2,,,W,72,NW,W,33,28,69,58,1011.1,1012.6,,,16.6,16.7,No,4.4,Yes
25041,4,Penrith,8.6,23.1,0,,,NE,17,,NNW,0,2,72,38,,,,,15.5,22.8,No,0.2,No
102662,8,Nuriootpa,3.5,13.4,0.1,2.9,7.7,W,37,WSW,WSW,13,19,99,66,1025.4,1024.6,6,,8.8,12.4,No,0,No
42853,4,Wollongong,17.3,21.1,0,,,SW,35,SW,S,20,20,85,83,1026.1,1022.7,2,8,17.4,18.6,No,0,No
65864,10,Melbourne,13,19.3,2.2,6.8,6.3,S,41,SSW,SSW,15,20,65,47,1023.1,1022.9,7,3,14.6,18.6,Yes,0,No
137732,9,Darwin,22.7,34.3,0,8,10.8,N,37,E,NNW,6,22,66,37,1014.5,1009.1,6,2,28,33.7,No,0,No
112468,8,PearceRAAF,8.6,23.4,0,,9.8,NE,35,N,NNW,13,11,46,28,1031,1027.4,0,0,16.5,22.7,No,0,No
119635,1,Perth,17.5,28.4,0,10,11.8,SW,35,S,SSW,15,20,59,51,1017.9,1015.6,2,7,23.1,25.8,No,0,No
33756,8,SydneyAirport,5.6,16.2,0,,6.7,SSW,33,WNW,SE,19,11,58,55,1008.7,1008.4,6,6,11.7,15.7,No,9,Yes
108167,3,Albany,18.2,22.6,0.4,4.4,5.8,,,,,,0,86,79,1008.7,1007.4,6,6,21,21.9,No,3,Yes
23250,6,NorfolkIsland,14.5,19.2,0.4,3.6,,SE,39,ESE,SE,17,19,63,56,1023.4,1021.1,6,1,17.8,17.8,No,2.8,Yes
125116,1,Walpole,11.6,29.2,0,,,SE,33,NNE,S,7,13,57,59,1014.1,1011.2,,,21.8,26.2,No,0,No
56879,5,Bendigo,2.8,15.5,0.2,2.4,,S,28,,SW,0,15,87,50,1022.9,1021.2,1,3,9.2,14.3,No,0,No
96909,5,Adelaide,12.2,19.5,0.2,,,N,20,NNE,NW,2,7,87,60,1016.5,1013.3,,,13.8,18.3,No,0,No
56540,1,Ballarat,10.1,23.5,0,,,S,35,SSW,SSW,11,11,77,40,1018.2,1017,8,,11.9,21.4,No,0,No
36197,12,WaggaWagga,18.9,24.2,54.2,17,1.3,E,41,SSW,NE,7,9,97,85,1009.5,1008.4,8,7,19.5,22.7,Yes,2.2,Yes
20200,5,NorahHead,15.7,25.1,0,,,SE,24,NW,ESE,9,9,54,59,1015.1,1014,,,20.2,23,No,0,No
96164,4,Adelaide,8.7,16.7,0,1.6,,SE,22,,ESE,0,9,68,46,1030.8,1028.4,,,14.1,16,No,0,No
119164,7,Perth,2.5,19.3,0,1.8,9.4,SW,19,ESE,SSW,2,7,77,36,1031.1,1027.4,1,1,10.2,18.1,No,0,No
36851,11,WaggaWagga,17,32.7,0.2,4.8,7.5,W,56,N,NW,19,26,62,36,1014,1009.5,5,5,24,30.7,No,22.8,Yes
126400,9,Walpole,6.4,15.3,0.8,,,SSW,20,WNW,SE,7,7,84,84,1026.2,1023.6,,,9.8,12.3,No,1.4,Yes
48821,12,Tuggeranong,14.4,23,5.8,,,ENE,43,N,N,9,22,95,76,1004,1001.5,,,16.8,17.1,Yes,44.8,Yes
14410,8,Moree,4.4,20.1,0,,,,,,,,,65,33,1027.3,1024,,4,11.9,19.1,No,0,No
117886,12,Perth,14.9,28.8,0,9.4,13.2,SW,39,S,SSW,9,19,56,36,1013.2,1011.3,0,0,20.2,28.4,No,0,No
108254,6,Albany,13.3,18.2,0.2,1.6,1.1,,,NW,SSW,4,28,81,87,1018.2,1018.6,7,7,15,15.3,No,3.8,Yes
20643,1,NorfolkIsland,19.6,24.7,0,6.8,12.1,E,41,ESE,E,20,26,73,67,1018.4,1016.9,4,7,22.6,23,No,0,No
67427,11,Melbourne,9.6,20.6,,4.2,13.1,SSE,31,SSW,SSE,17,17,71,52,1019.4,1018,,,13.8,19.6,,0,No
126643,5,Walpole,10.2,19.8,0.4,,,NW,48,NNW,NW,15,22,78,64,1019,1015.1,,,16,19.1,No,3.2,Yes
109267,10,Witchcliffe,14,22.5,0,,,W,30,S,W,13,19,85,66,1016.2,1015.6,,,16.4,19.9,No,0,No
68211,2,Mildura,24.6,42.9,0,14.4,10.2,SSE,33,ESE,NNW,15,13,42,11,1012.3,1009.3,1,4,28.1,41.5,No,0,No
117600,3,PerthAirport,15.4,30.4,0,7.4,10.9,ENE,57,E,ESE,37,24,55,26,1016.9,1013.4,2,3,19.6,30.4,No,0,No
77153,1,Watsonia,10.9,38.2,0,7,12.8,SE,28,NNE,WNW,7,9,53,15,1016.4,1011.6,2,1,19.1,35.7,No,0,No
138400,7,Darwin,18.4,29,0,7.6,11.1,ESE,52,SE,ESE,22,24,41,12,1019,1014.3,0,0,22,28.2,No,0,No
133186,9,AliceSprings,7.3,22.9,0,16,11.6,SSE,37,SSE,SE,28,20,18,14,1021.8,1017.1,0,0,15.1,22.1,No,0,No
60759,11,Sale,11.6,20.5,23.8,6.8,8.2,WSW,59,NW,WSW,15,37,91,39,,,8,3,12.3,19.4,Yes,0.2,No
119638,1,Perth,22.6,43.3,0,12,13.1,NE,33,ESE,SE,13,11,34,12,1015.7,1010.4,0,0,30.7,42.5,No,0,No
26062,2,Penrith,17.7,28.2,0,,,E,30,S,NE,6,9,73,46,,,,,19.3,26.5,No,0,No
68597,2,Mildura,21.3,30.4,9.8,8.2,9.8,W,43,WNW,WSW,9,17,89,44,1014.4,1013.9,7,1,21.9,28.7,Yes,0,No
46642,5,Canberra,3,19,0,,,NW,35,,NNW,0,19,99,64,1024.6,1021.6,,6,8.9,17.8,No,0,No
6020,3,Cobar,21.3,35.9,0,9,10.8,N,35,N,WNW,9,15,35,17,1014.5,1012.5,2,1,24.8,34.7,No,0,No
49364,8,Tuggeranong,6.3,10.5,0.8,,,NW,43,N,NNW,15,13,83,79,1010.8,1010.4,,,8.7,8.5,No,2.4,Yes
100864,7,Nuriootpa,5.2,11.5,2.2,1,2.3,W,35,WNW,W,13,17,100,79,1027.1,1025,8,6,7.7,11,Yes,2.2,Yes
129450,5,Hobart,12,15.1,12.8,3.8,4.6,WNW,72,NNW,W,24,39,59,58,982.2,991.4,3,6,14.5,10.7,Yes,14.2,Yes
56106,11,Ballarat,12.6,15,1.4,,,WSW,35,SW,WSW,17,22,100,99,1010.2,1010.9,7,8,12.8,14.8,Yes,0.2,No
84847,6,Brisbane,13.9,23.6,0.2,2.6,10.1,WSW,26,SW,S,7,11,70,48,1020.1,1018.3,1,1,18.8,22.6,No,0,No
73675,8,Portland,10.2,14.7,0.6,1,8.3,ESE,33,ESE,SE,15,17,77,60,1019.4,1019.2,7,2,12,13.3,No,0.2,No
112029,4,PearceRAAF,16.1,28.9,0,,10.9,ENE,46,NE,ENE,22,24,45,21,1024.8,1019.7,1,2,19.9,28.2,No,0,No
41533,5,Wollongong,11.8,18.2,0,,,SW,31,WSW,ESE,13,9,50,51,1018.1,1017.7,,,15.4,17.5,No,0,No
95371,11,Adelaide,10.6,22.8,0,6.6,,SSE,31,SE,SW,9,19,46,35,1024.8,1021.2,,,16.4,21.3,No,0,No
42074,12,Wollongong,15.7,26.4,0,,,NW,35,SW,N,20,9,46,73,1007.3,1003.5,,,21.7,21.3,No,0,No
90288,12,GoldCoast,18,28.2,0,,,SE,46,SSE,SE,26,37,54,59,1019.1,1016.8,,,26.6,26.5,No,0,No
121249,12,SalmonGums,3.3,24.8,0,,,SSE,41,SSE,S,19,20,44,26,,,,,16.7,23.9,No,0,No
17828,5,NorahHead,16,21.4,2.6,,,ENE,57,NE,E,39,41,58,70,1021.1,1019.3,,,20,19.5,Yes,0.6,No
107069,1,Albany,18.1,23.1,4.2,,,,,WNW,WSW,19,37,57,71,,,6,4,22.3,20.2,Yes,5.4,Yes
96986,1,MountGambier,9,22.5,0,5.2,13.8,S,46,SE,SSW,20,31,59,47,1014,1011.9,1,1,16.4,21.4,No,0,No
137000,7,Darwin,21.4,31.5,0,5.8,7.7,ENE,39,SE,E,9,7,68,43,1015.2,1011.8,5,7,24.7,30.3,No,0,No
127897,12,Hobart,12.4,17.6,0,3.4,4.1,S,31,E,S,11,22,69,62,1017.4,1015.8,,,15.2,16.6,No,0,No
76585,5,Watsonia,7.7,14.3,1.4,1.2,0.6,SW,46,W,WSW,7,15,85,68,1031.3,1030.9,7,7,10.2,12.6,Yes,0,No
96182,5,Adelaide,6,18.3,0,,,SE,19,E,NW,7,6,67,49,1035.8,1031.5,,,12.7,18.1,No,0,No
30474,10,Sydney,17.2,22.4,0,3.4,4.9,,,,,,,83,72,,,7,7,19.7,21.8,No,0,No
122078,6,SalmonGums,8.3,14.9,7,,,NW,20,NW,NW,7,7,93,79,,,,,12.2,14.3,Yes,0.2,No
92222,10,Townsville,22.1,30.9,0,8,11.9,NE,39,NE,ENE,19,28,62,52,1016.6,1012.5,5,1,27.5,28.5,No,0,No
63494,1,MelbourneAirport,9.3,29.2,0,6.4,12.5,S,28,WSW,NE,9,13,75,32,1020,1017.7,3,4,15.2,28.8,No,0,No
71946,4,Nhil,7.4,12.9,0.4,,,W,30,NNW,SSW,17,19,99,100,1007.5,1006.2,,,10,11.7,No,8,Yes
134967,11,AliceSprings,15.8,36.8,0,13.6,12.5,E,33,E,NE,24,9,10,9,1015.8,1010.2,0,1,27.6,35.3,No,0,No
2988,6,Albury,-0.5,15.3,0,,,E,13,,E,0,9,90,50,1034.5,1031,,,4.6,14.2,No,0,No
108861,2,Albany,16.8,19.3,0,2.2,,,,SSE,,28,,70,,1019.4,1018.1,8,,17.8,,No,0,No
82242,1,Brisbane,23.4,27.7,20.6,4.2,0,SSE,43,SE,ESE,15,15,70,65,1015.8,1015.1,8,7,26.2,26.4,Yes,0,No
39798,1,Williamtown,17.4,32.3,0.4,13.4,,NW,44,NE,E,9,17,67,57,1008.7,1004,3,6,24.5,31.2,No,1.6,Yes
109199,8,Witchcliffe,8.1,16.4,6,,,NNW,69,N,NW,9,26,88,74,1014.4,1011.8,,,11.2,13.1,Yes,16.6,Yes
50415,7,Tuggeranong,3.9,12.2,10.8,,,SSE,54,NNW,NNE,11,6,86,79,1005.8,1006.5,,,7.2,11.1,Yes,1.8,Yes
106866,6,Albany,10.7,19.8,3,0.2,4.1,,,NNW,W,7,4,75,59,1024.7,1022,6,6,13.5,19,Yes,0,No
115303,8,PerthAirport,5.6,21.3,0,2.6,10.4,W,30,NNE,W,11,15,71,51,1018.1,1015.5,1,1,13.8,20.5,No,0,No
